,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
13802,13692,222,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13803,13693,353,HighSeason,[0-1],Standard,[160-260],[3-4],True
13804,13694,86,HighSeason,[4-7],Standard,[160-260],[2-2],False
13805,11637,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
13806,13695,82,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
13807,13696,100,HighSeason,[4-7],Standard,[260-360],[5-inf],True
13808,13565,179,HighSeason,[2-3],Nonref,[160-260],[2-2],False
13809,13697,149,LowSeason,[2-3],Standard,[260-360],[5-inf],True
13810,13698,265,LowSeason,[2-3],Standard,[260-360],[3-4],True
13811,13699,144,HighSeason,[4-7],Standard,[260-360],[3-4],False
13812,13700,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
13813,13702,71,HighSeason,[4-7],Standard,[160-260],[3-4],True
13814,13703,179,HighSeason,[2-3],Nonref,[160-260],[2-2],False
13815,13704,373,HighSeason,[2-3],Nonref,[160-260],[1-1],True
13816,13705,222,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13817,13706,775,HighSeason,[8-inf],Nonref,[160-260],[1-1],True
13818,13707,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13819,13708,343,HighSeason,[0-1],Nonref,[160-260],[2-2],True
13820,13709,71,HighSeason,[4-7],Standard,[160-260],[3-4],True
13821,706,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13822,13710,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
13823,13711,161,HighSeason,[4-7],Standard,[160-260],[3-4],False
13824,13712,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
13825,13713,353,HighSeason,[0-1],Standard,[160-260],[3-4],True
13826,3336,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13827,13714,165,HighSeason,[4-7],Nonref,[160-260],[2-2],False
13828,13715,348,HighSeason,[0-1],Standard,[160-260],[2-2],False
13829,13716,7,HighSeason,[2-3],Standard,[160-260],[1-1],True
13830,13717,340,HighSeason,[0-1],Nonref,[160-260],[3-4],True
13831,13718,357,HighSeason,[0-1],Standard,[160-260],[2-2],True
13832,13719,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
13833,13720,343,HighSeason,[0-1],Nonref,[160-260],[2-2],True
13834,13721,771,HighSeason,[0-1],Standard,[260-360],[2-2],True
13835,13722,126,HighSeason,[2-3],Standard,[160-260],[2-2],False
13836,13723,241,LowSeason,[2-3],Standard,[160-260],[2-2],False
13837,13724,179,HighSeason,[2-3],Nonref,[160-260],[2-2],False
13838,13725,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
13839,13726,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13840,13727,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
13841,13728,776,HighSeason,[0-1],Standard,[360-500],[5-inf],True
13842,9827,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
13843,13729,161,HighSeason,[4-7],Standard,[160-260],[3-4],False
13844,13730,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
13845,13731,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
13846,13732,247,HighSeason,[4-7],Nonref,[0-160],[2-2],True
13847,13733,86,HighSeason,[4-7],Standard,[160-260],[2-2],False
13848,13734,86,HighSeason,[4-7],Standard,[160-260],[2-2],False
13849,13735,161,HighSeason,[4-7],Standard,[160-260],[3-4],False
13850,13736,179,HighSeason,[2-3],Nonref,[160-260],[2-2],False
13851,13737,298,HighSeason,[2-3],Standard,[160-260],[5-inf],False
13852,13738,659,HighSeason,[4-7],Standard,[260-360],[2-2],True
13853,13739,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
13854,13740,65,HighSeason,[4-7],Standard,[0-160],[2-2],False
13855,13741,289,HighSeason,[4-7],Standard,[160-260],[5-inf],True
13856,13742,161,HighSeason,[4-7],Standard,[160-260],[3-4],False
13857,13743,126,HighSeason,[2-3],Standard,[160-260],[2-2],False
13858,13744,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
13859,13745,71,HighSeason,[4-7],Standard,[160-260],[3-4],True
13860,13746,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
13861,13748,161,HighSeason,[4-7],Standard,[160-260],[3-4],False
13862,13749,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13863,13750,86,HighSeason,[4-7],Standard,[160-260],[2-2],False
13864,13751,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
13865,13752,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13866,13753,309,HighSeason,[2-3],Standard,[260-360],[3-4],False
13867,10789,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
13868,13754,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13869,13755,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
13870,13756,86,HighSeason,[4-7],Standard,[160-260],[2-2],False
13871,13757,309,HighSeason,[2-3],Standard,[260-360],[3-4],False
13872,13758,230,HighSeason,[2-3],Standard,[260-360],[3-4],True
13873,10250,161,HighSeason,[4-7],Standard,[160-260],[3-4],False
13874,13759,71,HighSeason,[4-7],Standard,[160-260],[3-4],True
13875,13760,179,HighSeason,[2-3],Nonref,[160-260],[2-2],False
13876,13761,363,HighSeason,[2-3],Standard,[260-360],[2-2],True
13877,13762,126,HighSeason,[2-3],Standard,[160-260],[2-2],False
13878,13763,289,HighSeason,[4-7],Standard,[160-260],[5-inf],True
13879,13764,193,HighSeason,[2-3],Nonref,[260-360],[3-4],True
13880,13765,348,HighSeason,[0-1],Standard,[160-260],[2-2],False
13881,13766,222,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13882,13767,161,HighSeason,[4-7],Standard,[160-260],[3-4],False
13883,13768,777,HighSeason,[8-inf],Standard,[260-360],[3-4],False
13884,13769,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
13885,13770,126,HighSeason,[2-3],Standard,[160-260],[2-2],False
13886,13771,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
13887,3456,283,HighSeason,[0-1],Standard,[160-260],[3-4],False
13888,13772,104,HighSeason,[4-7],Standard,[260-360],[5-inf],False
13889,4546,86,HighSeason,[4-7],Standard,[160-260],[2-2],False
13890,13773,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
13891,13774,86,HighSeason,[4-7],Standard,[160-260],[2-2],False
13892,13775,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13893,13776,179,HighSeason,[2-3],Nonref,[160-260],[2-2],False
13894,13777,86,HighSeason,[4-7],Standard,[160-260],[2-2],False
13895,13778,126,HighSeason,[2-3],Standard,[160-260],[2-2],False
13896,13779,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
13897,13780,161,HighSeason,[4-7],Standard,[160-260],[3-4],False
13898,13782,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
13899,13783,199,HighSeason,[4-7],Standard,[160-260],[2-2],True
13900,13784,222,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13901,13785,218,HighSeason,[2-3],Standard,[160-260],[5-inf],True
13902,13786,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
13903,13787,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
13904,13788,71,HighSeason,[4-7],Standard,[160-260],[3-4],True
13905,13790,289,HighSeason,[4-7],Standard,[160-260],[5-inf],True
13906,13791,340,HighSeason,[0-1],Nonref,[160-260],[3-4],True
13907,13792,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13908,13793,241,LowSeason,[2-3],Standard,[160-260],[2-2],False
13909,13794,90,HighSeason,[4-7],Nonref,[160-260],[2-2],True
13910,13795,362,HighSeason,[0-1],Nonref,[260-360],[3-4],False
13911,13796,90,HighSeason,[4-7],Nonref,[160-260],[2-2],True
13912,13797,163,HighSeason,[4-7],Nonref,[160-260],[3-4],True
13913,96,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
13914,13798,104,HighSeason,[4-7],Standard,[260-360],[5-inf],False
13915,13799,369,HighSeason,[0-1],Nonref,[160-260],[1-1],False
13916,13800,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13917,13801,51,HighSeason,[4-7],Standard,[160-260],[5-inf],False
13918,13802,122,HighSeason,[4-7],Standard,[260-360],[2-2],False
13919,13803,222,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13920,13804,346,HighSeason,[2-3],Standard,[0-160],[1-1],False
13921,13805,71,HighSeason,[4-7],Standard,[160-260],[3-4],True
13922,3450,199,HighSeason,[4-7],Standard,[160-260],[2-2],True
13923,13806,10,HighSeason,[8-inf],Standard,[160-260],[3-4],False
13924,13807,95,HighSeason,[2-3],Nonref,[0-160],[2-2],True
13925,13808,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
13926,13809,161,HighSeason,[4-7],Standard,[160-260],[3-4],False
13927,13810,222,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13928,13811,90,HighSeason,[4-7],Nonref,[160-260],[2-2],True
13929,13812,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
13930,13813,373,HighSeason,[2-3],Nonref,[160-260],[1-1],True
13931,13814,367,HighSeason,[2-3],Nonref,[360-500],[5-inf],True
13932,13815,252,LowSeason,[2-3],Standard,[160-260],[3-4],False
13933,9145,161,HighSeason,[4-7],Standard,[160-260],[3-4],False
13934,13816,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13935,13817,771,HighSeason,[0-1],Standard,[260-360],[2-2],True
13936,13818,82,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
13937,13819,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
13938,13820,71,HighSeason,[4-7],Standard,[160-260],[3-4],True
13939,13821,193,HighSeason,[2-3],Nonref,[260-360],[3-4],True
13940,13822,670,HighSeason,[0-1],Standard,[260-360],[3-4],False
13941,13823,86,HighSeason,[4-7],Standard,[160-260],[2-2],False
13942,2849,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
13943,13824,289,HighSeason,[4-7],Standard,[160-260],[5-inf],True
13944,13825,193,HighSeason,[2-3],Nonref,[260-360],[3-4],True
13945,13826,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13946,13827,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13947,13828,274,HighSeason,[8-inf],Nonref,[160-260],[2-2],True
13948,13829,149,LowSeason,[2-3],Standard,[260-360],[5-inf],True
13949,13830,165,HighSeason,[4-7],Nonref,[160-260],[2-2],False
13950,13831,211,HighSeason,[2-3],Standard,[260-360],[5-inf],True
13951,13832,126,HighSeason,[2-3],Standard,[160-260],[2-2],False
13952,13833,126,HighSeason,[2-3],Standard,[160-260],[2-2],False
13953,13834,218,HighSeason,[2-3],Standard,[160-260],[5-inf],True
13954,2668,161,HighSeason,[4-7],Standard,[160-260],[3-4],False
13955,13835,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13956,13836,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13957,7428,86,HighSeason,[4-7],Standard,[160-260],[2-2],False
13958,13837,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13959,13838,149,LowSeason,[2-3],Standard,[260-360],[5-inf],True
13960,13839,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
13961,13840,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
13962,13841,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13963,13842,211,HighSeason,[2-3],Standard,[260-360],[5-inf],True
13964,13843,161,HighSeason,[4-7],Standard,[160-260],[3-4],False
13965,13844,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13966,13845,90,HighSeason,[4-7],Nonref,[160-260],[2-2],True
13967,13846,199,HighSeason,[4-7],Standard,[160-260],[2-2],True
13968,13847,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
13969,6066,371,HighSeason,[2-3],Standard,[0-160],[2-2],False
13970,13848,181,LowSeason,[2-3],Standard,[260-360],[5-inf],False
13971,13849,658,HighSeason,[2-3],Nonref,[260-360],[2-2],True
13972,13850,161,HighSeason,[4-7],Standard,[160-260],[3-4],False
13973,13851,353,HighSeason,[0-1],Standard,[160-260],[3-4],True
13974,13852,95,HighSeason,[2-3],Nonref,[0-160],[2-2],True
13975,13853,220,HighSeason,[2-3],Standard,[260-360],[5-inf],False
13976,13854,348,HighSeason,[0-1],Standard,[160-260],[2-2],False
13977,13855,340,HighSeason,[0-1],Nonref,[160-260],[3-4],True
13978,13856,340,HighSeason,[0-1],Nonref,[160-260],[3-4],True
13979,13857,161,HighSeason,[4-7],Standard,[160-260],[3-4],False
13980,13859,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13981,13860,246,LowSeason,[2-3],Nonref,[160-260],[3-4],False
13982,13861,365,HighSeason,[0-1],Standard,[260-360],[5-inf],False
13983,13862,309,HighSeason,[2-3],Standard,[260-360],[3-4],False
13984,13863,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13985,13864,353,HighSeason,[0-1],Standard,[160-260],[3-4],True
13986,13865,670,HighSeason,[0-1],Standard,[260-360],[3-4],False
13987,13866,90,HighSeason,[4-7],Nonref,[160-260],[2-2],True
13988,13867,343,HighSeason,[0-1],Nonref,[160-260],[2-2],True
13989,13868,149,LowSeason,[2-3],Standard,[260-360],[5-inf],True
13990,13869,353,HighSeason,[0-1],Standard,[160-260],[3-4],True
13991,13870,161,HighSeason,[4-7],Standard,[160-260],[3-4],False
13992,13871,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
13993,13872,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13994,13873,222,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13995,13874,199,HighSeason,[4-7],Standard,[160-260],[2-2],True
13996,13875,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13997,13876,86,HighSeason,[4-7],Standard,[160-260],[2-2],False
13998,13877,104,HighSeason,[4-7],Standard,[260-360],[5-inf],False
13999,13878,126,HighSeason,[2-3],Standard,[160-260],[2-2],False
14000,13879,282,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
14001,13880,220,HighSeason,[2-3],Standard,[260-360],[5-inf],False
14002,13881,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14003,13882,86,HighSeason,[4-7],Standard,[160-260],[2-2],False
14004,13883,90,HighSeason,[4-7],Nonref,[160-260],[2-2],True
14005,13884,199,HighSeason,[4-7],Standard,[160-260],[2-2],True
14006,13885,71,HighSeason,[4-7],Standard,[160-260],[3-4],True
14007,13886,126,HighSeason,[2-3],Standard,[160-260],[2-2],False
14008,13887,659,HighSeason,[4-7],Standard,[260-360],[2-2],True
14009,13888,90,HighSeason,[4-7],Nonref,[160-260],[2-2],True
14010,8067,195,LowSeason,[4-7],Standard,[160-260],[2-2],True
14011,13889,348,HighSeason,[0-1],Standard,[160-260],[2-2],False
14012,13890,267,HighSeason,[2-3],Nonref,[160-260],[5-inf],False
14013,13891,309,HighSeason,[2-3],Standard,[260-360],[3-4],False
14014,13892,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
14015,13684,283,HighSeason,[0-1],Standard,[160-260],[3-4],False
14016,13893,179,HighSeason,[2-3],Nonref,[160-260],[2-2],False
14017,13894,252,LowSeason,[2-3],Standard,[160-260],[3-4],False
14018,13895,71,HighSeason,[4-7],Standard,[160-260],[3-4],True
14019,13896,51,HighSeason,[4-7],Standard,[160-260],[5-inf],False
14020,13897,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14021,13898,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14022,13899,126,HighSeason,[2-3],Standard,[160-260],[2-2],False
14023,13900,349,HighSeason,[0-1],Nonref,[160-260],[2-2],False
14024,13901,117,LowSeason,[4-7],Nonref,[160-260],[2-2],False
14025,13902,309,HighSeason,[2-3],Standard,[260-360],[3-4],False
14026,13903,326,HighSeason,[2-3],Nonref,[0-160],[2-2],False
14027,13904,161,HighSeason,[4-7],Standard,[160-260],[3-4],False
14028,13905,211,HighSeason,[2-3],Standard,[260-360],[5-inf],True
14029,13906,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
14030,9703,161,HighSeason,[4-7],Standard,[160-260],[3-4],False
14031,13907,252,LowSeason,[2-3],Standard,[160-260],[3-4],False
14032,13908,211,HighSeason,[2-3],Standard,[260-360],[5-inf],True
14033,13909,227,LowSeason,[4-7],Standard,[160-260],[2-2],False
14034,13910,313,HighSeason,[4-7],Standard,[260-360],[3-4],True
14035,13911,165,HighSeason,[4-7],Nonref,[160-260],[2-2],False
14036,13912,338,HighSeason,[4-7],Standard,[160-260],[1-1],False
14037,13914,220,HighSeason,[2-3],Standard,[260-360],[5-inf],False
14038,13915,365,HighSeason,[0-1],Standard,[260-360],[5-inf],False
14039,13916,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14040,13917,232,HighSeason,[4-7],Nonref,[160-260],[3-4],False
14041,13918,338,HighSeason,[4-7],Standard,[160-260],[1-1],False
14042,13919,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
14043,13920,25,OffSeason,[4-7],Standard,[160-260],[2-2],False
14044,13921,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
14045,13923,770,HighSeason,[2-3],Standard,[260-360],[1-1],True
14046,13924,348,HighSeason,[0-1],Standard,[160-260],[2-2],False
14047,13925,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
14048,13926,298,HighSeason,[2-3],Standard,[160-260],[5-inf],False
14049,13927,664,HighSeason,[0-1],Nonref,[260-360],[2-2],False
14050,13928,147,OffSeason,[0-1],Standard,[160-260],[1-1],False
14051,3301,252,LowSeason,[2-3],Standard,[160-260],[3-4],False
14052,13929,71,HighSeason,[4-7],Standard,[160-260],[3-4],True
14053,13930,199,HighSeason,[4-7],Standard,[160-260],[2-2],True
14054,13931,222,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14055,13932,222,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14056,13933,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14057,13934,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14058,13935,349,HighSeason,[0-1],Nonref,[160-260],[2-2],False
14059,13936,241,LowSeason,[2-3],Standard,[160-260],[2-2],False
14060,13937,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14061,13938,126,HighSeason,[2-3],Standard,[160-260],[2-2],False
14062,13939,53,HighSeason,[2-3],Standard,[160-260],[3-4],False
14063,13940,222,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14064,13941,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14065,13942,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14066,13943,161,HighSeason,[4-7],Standard,[160-260],[3-4],False
14067,13944,241,LowSeason,[2-3],Standard,[160-260],[2-2],False
14068,13945,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
14069,13946,363,HighSeason,[2-3],Standard,[260-360],[2-2],True
14070,13947,336,HighSeason,[2-3],Standard,[260-360],[2-2],False
14071,13948,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14072,13949,338,HighSeason,[4-7],Standard,[160-260],[1-1],False
14073,13950,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14074,13951,356,HighSeason,[0-1],Nonref,[260-360],[5-inf],True
14075,2260,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14076,5272,778,LowSeason,[4-7],Standard,[260-360],[1-1],False
14077,13952,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14078,11401,71,HighSeason,[4-7],Standard,[160-260],[3-4],True
14079,13953,222,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14080,13954,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
14081,13955,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14082,13956,227,LowSeason,[4-7],Standard,[160-260],[2-2],False
14083,13957,227,LowSeason,[4-7],Standard,[160-260],[2-2],False
14084,13958,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14085,13959,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
14086,13960,227,LowSeason,[4-7],Standard,[160-260],[2-2],False
14087,9139,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
14088,13961,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14089,13962,222,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14090,13963,218,HighSeason,[2-3],Standard,[160-260],[5-inf],True
14091,13964,377,HighSeason,[0-1],Standard,[260-360],[2-2],False
14092,3983,377,HighSeason,[0-1],Standard,[260-360],[2-2],False
14093,13965,222,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14094,13966,283,HighSeason,[0-1],Standard,[160-260],[3-4],False
14095,13967,670,HighSeason,[0-1],Standard,[260-360],[3-4],False
14096,13967,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14097,5855,241,LowSeason,[2-3],Standard,[160-260],[2-2],False
14098,13968,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14099,13969,230,HighSeason,[2-3],Standard,[260-360],[3-4],True
14100,13970,211,HighSeason,[2-3],Standard,[260-360],[5-inf],True
14101,13971,424,LowSeason,[2-3],Standard,[0-160],[2-2],False
14102,13972,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14103,13973,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14104,13839,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
14105,13974,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14106,13975,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
14107,13976,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14108,13977,71,HighSeason,[4-7],Standard,[160-260],[3-4],True
14109,13978,222,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14110,13979,358,HighSeason,[0-1],Nonref,[260-360],[3-4],True
14111,13980,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14112,10561,340,HighSeason,[0-1],Nonref,[160-260],[3-4],True
14113,13981,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14114,13982,647,LowSeason,[4-7],Standard,[260-360],[2-2],False
14115,13983,356,HighSeason,[0-1],Nonref,[260-360],[5-inf],True
14116,13984,772,HighSeason,[2-3],Standard,[360-500],[3-4],True
14117,13985,296,LowSeason,[0-1],Standard,[160-260],[2-2],False
14118,13986,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14119,13987,95,HighSeason,[2-3],Nonref,[0-160],[2-2],True
14120,13988,50,LowSeason,[4-7],Standard,[160-260],[3-4],False
14121,13989,357,HighSeason,[0-1],Standard,[160-260],[2-2],True
14122,13990,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14123,13991,340,HighSeason,[0-1],Nonref,[160-260],[3-4],True
14124,13992,222,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14125,13993,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14126,13994,117,LowSeason,[4-7],Nonref,[160-260],[2-2],False
14127,13995,93,LowSeason,[4-7],Nonref,[260-360],[3-4],True
14128,13996,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
14129,13997,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
14130,13998,7,HighSeason,[2-3],Standard,[160-260],[1-1],True
14131,13999,293,HighSeason,[2-3],Standard,[160-260],[2-2],True
14132,14000,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14133,14001,211,HighSeason,[2-3],Standard,[260-360],[5-inf],True
14134,14002,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14135,14003,230,HighSeason,[2-3],Standard,[260-360],[3-4],True
14136,11401,50,LowSeason,[4-7],Standard,[160-260],[3-4],False
14137,14004,195,LowSeason,[4-7],Standard,[160-260],[2-2],True
14138,14006,299,LowSeason,[4-7],Standard,[260-360],[3-4],False
14139,14007,299,LowSeason,[4-7],Standard,[260-360],[3-4],False
14140,14008,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
14141,14009,265,LowSeason,[2-3],Standard,[260-360],[3-4],True
14142,14010,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14143,14011,252,LowSeason,[2-3],Standard,[160-260],[3-4],False
14144,14012,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14145,14013,270,LowSeason,[2-3],Standard,[160-260],[5-inf],False
14146,14014,195,LowSeason,[4-7],Standard,[160-260],[2-2],True
14147,14015,304,LowSeason,[2-3],Standard,[160-260],[1-1],False
14148,14016,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
14149,14017,254,LowSeason,[0-1],Standard,[160-260],[3-4],False
14150,14018,227,LowSeason,[4-7],Standard,[160-260],[2-2],False
14151,14018,279,LowSeason,[2-3],Standard,[260-360],[3-4],False
14152,14019,299,LowSeason,[4-7],Standard,[260-360],[3-4],False
14153,14020,299,LowSeason,[4-7],Standard,[260-360],[3-4],False
14154,14021,327,LowSeason,[0-1],Nonref,[260-360],[5-inf],False
14155,14022,200,LowSeason,[4-7],Nonref,[160-260],[2-2],True
14156,14023,304,LowSeason,[2-3],Standard,[160-260],[1-1],False
14157,14024,279,LowSeason,[2-3],Standard,[260-360],[3-4],False
14158,14025,241,LowSeason,[2-3],Standard,[160-260],[2-2],False
14159,14026,276,LowSeason,[2-3],Nonref,[160-260],[2-2],False
14160,14027,678,LowSeason,[0-1],Standard,[260-360],[2-2],False
14161,14028,433,LowSeason,[0-1],Standard,[0-160],[2-2],False
14162,12244,195,LowSeason,[4-7],Standard,[160-260],[2-2],True
14163,14031,227,LowSeason,[4-7],Standard,[160-260],[2-2],False
14164,14032,779,LowSeason,[2-3],Standard,[160-260],,True
14165,951,200,LowSeason,[4-7],Nonref,[160-260],[2-2],True
14166,14033,241,LowSeason,[2-3],Standard,[160-260],[2-2],False
14167,14021,654,LowSeason,[0-1],Standard,[260-360],[5-inf],False
14168,14034,195,LowSeason,[4-7],Standard,[160-260],[2-2],True
14169,14035,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
14170,14036,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14171,14037,258,LowSeason,[2-3],Nonref,[260-360],[3-4],False
14172,14038,303,LowSeason,[0-1],Standard,[260-360],[3-4],False
14173,14039,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14174,14040,210,LowSeason,[2-3],Nonref,[160-260],[3-4],True
14175,2336,146,LowSeason,[2-3],Nonref,[160-260],[2-2],True
14176,14041,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14177,10381,301,LowSeason,[2-3],Nonref,[0-160],[2-2],True
14178,14042,149,LowSeason,[2-3],Standard,[260-360],[5-inf],True
14179,5003,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14180,14043,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14181,14044,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14182,787,146,LowSeason,[2-3],Nonref,[160-260],[2-2],True
14183,14045,117,LowSeason,[4-7],Nonref,[160-260],[2-2],False
14184,11774,146,LowSeason,[2-3],Nonref,[160-260],[2-2],True
14185,14046,146,LowSeason,[2-3],Nonref,[160-260],[2-2],True
14186,14047,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14187,14048,210,LowSeason,[2-3],Nonref,[160-260],[3-4],True
14188,14049,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14189,14050,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14190,14051,93,LowSeason,[4-7],Nonref,[260-360],[3-4],True
14191,14052,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
14192,12939,265,LowSeason,[2-3],Standard,[260-360],[3-4],True
14193,5400,647,LowSeason,[4-7],Standard,[260-360],[2-2],False
14194,14053,265,LowSeason,[2-3],Standard,[260-360],[3-4],True
14195,14054,292,LowSeason,[2-3],Nonref,[260-360],[5-inf],True
